a	ā,ə, yek
organisations	noun, sazûman
organise	ˈôrgəˌnīz, sazkirin
organises	verb, sazkirin
organising	verb, sazkirin
organization	ˌôrgəniˈzāSHən, sazûman
organizations	noun, sazûman
organize	ˈôrgəˌnīz, sazkirin
organized	ˈôrgəˌnīzd, sazkirin
organizes	verb, sazkirin
organizing	verb, sazkirin
organs	noun, perçe
oriental	ˌôrēˈentl, rojhilatî
origin	ˈôrəjən, reh
original	əˈrijənl, eslî
originally	əˈrijənl-ē, eslen
origins	noun, reh
ornament	, xemil
ornaments	noun, xemil
orphan	ˈôrfən, sêwî
orphanage	ˈôrfənij, sêwîxane
orphanages	noun, sêwîxane
orphans	noun, sêwî
ostrich	ˈästriCH, deste
ostriches	ˈästriCH, deste
other	ˈəT͟Hər, yên din
otherwise	ˈəT͟Hərˌwīz, wekî din
our	ou(ə)r,är, yên me
ourselves	ou(ə)rˈselvz,är-, xwe
out	out, derve
outbreak	ˈoutˌbrāk, rev
outbreaks	noun, rev
outcome	ˈoutˌkəm, netîce
outdated	ˌoutˈdātid, kevn
outdoors	ˌoutˈdôrz, li derve
outer	ˈoutər, dervayî
outlook	ˈoutˌlo͝ok, nîr
outlooks	ˈoutˌlo͝ok, nîr
output	ˈoutˌpo͝ot, karûabr
outputs	noun, karûabr
outrage	ˈoutˌrāj, acizî
outrageous	outˈrājəs, acizker
outrages	ˈoutˌrāj, acizî
outside	ˈoutˈsīd, hêla derve
outsider	ˌoutˈsīdər, dervema
outsiders	noun, dervema
outskirts	ˈoutˌskərts, herêmen dorhalî
outstanding	ˈout-,ˌoutˈstandiNG, pêşket
outward	ˈoutwərd, ji derve
oval	ˈōvəl, giroverik
oven	ˈəvən, tenûr
ovens	noun, tenûr
over	ˈōvər, mayî
overcast	, ewrîn
overcoat	ˈōvərˌkōt, rûber
overcoats	noun, rûber
overdose	, derzîya dermanzêde
overdoses	, derzîya dermanzêde
overdue	ˌōvərˈd(y)o͞o, demhatî
overflow	, seravgirtin
overflowed	verb, seravgirtin
overflowing	verb, seravgirtin
overflows	verb, seravgirtin
overload	, bargirankirin
overloaded	verb, bargirankirin
overloading	verb, bargirankirin
overloads	, bargirankirin
overlook	, nerrîn
overlooked	verb, nerrîn
overlooking	verb, nerrîn
overlooks	, nerrîn
overnight	ˈōvərˈnīt, şevbêrkî
overran	verb, jê derbasbûn
overrule	ˌōvərˈro͞ol, dengserketin
overruled	verb, dengserketin
overrules	verb, dengserketin
overrun	, jê derbasbûn
overrunning	verb, jê derbasbûn
overruns	verb, jê derbasbûn
overseas	ˈōvərˈsēz, deryayî
overtake	ˌōvərˈtāk, derbaskirin
overtaken	verb, derbaskirin
overtakes	ˌōvərˈtāk, derbaskirin
overthrew	, qûlipandin
overthrow	, qûlipandin
overthrowing	verb, qûlipandin
overthrown	verb, qûlipandin
overthrows	, qûlipandin
overtime	ˈōvərˌtīm, seetên zêde
overtook	ˌōvərˈtāk, derbaskirin
overturn	, qûlipandin
overturned	verb, qûlipandin
overturning	verb, qûlipandin
overturns	, qûlipandin
overview	ˈōvərˌvyo͞o, têgihiştinî
overviews	noun, têgihiştinî
overweight	, qelew
owe	ō, deyn
owed	verb, deyn
owes	ō, deyn
owing	ˈō-iNG, deyn
owl	oul, kûnd
owls	oul, kûnd
own	ōn, hebûn
owned	verb, hebûn
owner	ˈōnər, xwedî
ownership	ˈōnərˌSHip, hebûnî
ownerships	ˈōnərˌSHip, hebûnî
owning	verb, hebûn
owns	verb, hebûn
ox	äks, ga
oxen	noun, ga
oxygen	ˈäksəjən, oksîjan
oxygens	ˈäksəjən, oksîjan
oyster	ˈoistər, şeytanokê avê
pack	pak, hevdan
package	ˈpakij, pakêt
packages	noun, pakêt
packed	verb, hevdan
packing	ˈpakiNG, bixçe
packs	verb, hevdan
pact	pakt, peyman
pacts	pakt, peyman
paddle	ˈpadl, bêrîkkirin
paddled	verb, bêrîkkirin
paddles	ˈpadl, bêrîkkirin
paddling	verb, bêrîkkirin
page	pāj, rûpel
paid	pād, diravdan
pain	pān, êş
painful	ˈpānfəl, êşda
painless	ˈpānləs, bê êş
pains	noun, êş
paint	pānt, rengkirin
painted	verb, rengkirin
painter	ˈpāntər, wênekar
painters	noun, wênekar
painting	ˈpāntiNG, wêne
paintings	noun, wêne
paints	verb, rengkirin
pair	pe(ə)r, cot
pairs	noun, cot
pajamas	-ˈjaməz,pəˈjäməz, pîcema
palace	ˈpalis, qesr
palaces	noun, qesr
pale	pāl, spî
paler	pāl, spî
palest	pāl, spî
palm	pä(l)m, kefa dest
palms	noun, kefa dest
palm tree	noun, xûrmedar
pamper	ˈpampər, delalîkirin
pampered	verb, delalîkirin
pampering	verb, delalîkirin
Pampers	verb, delalîkirin
pampers	verb, delalîkirin
pamphlet	ˈpamflit, pirtûk
pamphlets	ˈpamflit, pirtûk
pan	pan, tawe
paneling	ˈpanəliNG, avdanî
panelling	ˈpanəliNG, avdanî
panic	ˈpanik, tevrevî
panics	ˈpanik, tevrevî
pans	noun, tawe
panther	ˈpanTHər, piling
panthers	ˈpanTHər, piling
pantries	ˈpantrē, zexîre
pantry	ˈpantrē, zexîre
pants	pants, derpî
paper	ˈpāpər, kaxez
paper clip	, derzîyê kaxezan
paperclip	noun, derzîyê kaxezan
papers	noun, kaxez
parachute	ˈparəˌSHo͞ot, pereşût
parachutes	ˈparəˌSHo͞ot, pereşût
parade	pəˈrād, temaşe
parades	pəˈrād, temaşe
paradise	ˈparəˌdīs, cinnet
paradises	ˈparəˌdīs,ˈpe(ə)r-, cinnet
paragraph	ˈparəˌgraf, madde
paragraphs	ˈparəˌgraf, madde
parallel	-ləl,ˈparəˌlel, dûberîn
paralyse	ˈparəˌlīz, pûçkirin
paralyses	pəˈraləsis, felcî
paralysing	verb, pûçkirin
paralysis	pəˈraləsis, felcî
paralyze	ˈparəˌlīz, pûçkirin
paralyzed	ˈparəˌlīzd, pûçkirin
paralyzes	ˈparəˌlīz, pûçkirin
paralyzing	verb, pûçkirin
parasite	ˈparəˌsīt, parsek
parasites	noun, parsek
paratrooper	ˈparəˌtro͞opər, leşkerê peraşûtî
paratroopers	noun, leşkerê peraşûtî
parcel	ˈpärsəl, pakêt
parcels	noun, pakêt
pardon	ˈpärdn, lêborîn
pardoned	verb, lêborîn
pardoning	verb, lêborîn
pardons	ˈpärdn, lêborîn
parents	noun, dewûbav
parish	ˈpariSH, civat
parishes	ˈpariSH, civat
park	pärk, parkkirin
parked	verb, parkkirin
parking	noun, cîhê parkê
parks	verb, parkkirin
parliament	ˈpärləmənt, parlîman
parliaments	ˈpärləmənt, parlîman
parole	pəˈrōl, ceza tarloq
paroles	pəˈrōl, ceza tarloq
parrot	ˈparət, pepxan
parrots	ˈparət, pepxan
parsley	ˈpärslē, bexdenûs
parsleys	ˈpärslē, bexdenûs
part	pärt, parkirin
parted	verb, parkirin
partial	ˈpärSHəl, parpar
participant	pärˈtisəpənt, beşdar
participants	noun, beşdar
participate	pärˈtisəˌpāt, beşdarbûn
participated	verb, beşdarbûn
participates	pärˈtisəˌpāt, beşdarbûn
participating	verb, beşdarbûn
participation	pärˌtisəˈpāSHən, beşdarî
participations	pärˌtisəˈpāSHən, beşdarî
particular	pə(r)ˈtikyələr, taybetî
particularly	pə(r)ˈtikyələrlē, bi taybet
parties	noun, partî
parting	ˈpärtiNG, parkirin
partition	pärˈtiSHən,pər-, parbûnî
partitions	noun, parbûnî
partner	ˈpärtnər, dost
partners	noun, dost
partnership	ˈpärtnərˌSHip, hevaltî
partnerships	noun, hevaltî
parts	verb, parkirin
party	ˈpärtē, partî
pass	pas, ji berderbasbûn
passage	ˈpasij, rêk
passages	noun, rêk
passed	verb, ji berderbasbûn
passenger	ˈpasinjər, rêwî
passengers	noun, rêwî
passes	verb, ji berderbasbûn
passing	ˈpasiNG, ji berderbasbûn
passion	ˈpaSHən, hezî
passionate	ˈpaSHənit, bi hez
passions	noun, hezî
passive	ˈpasiv, nejîr
pass out	verb, xewirîn
passport	ˈpasˌpôrt, pesport
passports	ˈpasˌpôrt, pesport
password	ˈpasˌwərd, bêjenasî
passwords	noun, bêjenasî
past	past, yên borîn
pastime	ˈpasˌtīm, demborîk
pastimes	noun, demborîk
pastor	ˈpastər, rûhan
pastors	ˈpastər, rûhan
pastries	noun, kûlîçe
pastry	ˈpāstrē, kûlîçe
pasts	past, paşeroj
pasture	ˈpasCHər, mêrg
pastures	noun, mêrg
patch	paCH, pînekirin
patched	verb, pînekirin
patches	verb, pînekirin
patching	verb, pînekirin
patent	, patentkirin
patented	verb, patentkirin
patenting	verb, patentkirin
patents	verb, patentkirin
paternal	pəˈtərnl, bavanî
paternities	pəˈternitē, bavî
paternity	pəˈternitē, bavî
path	paTH, şop
paths	noun, şop
patience	ˈpāSHəns, sebir
patient	ˈpāSHənt, bi sebir
patriotic	ˌpātrēˈätik, niştimanperwer
patrol	pəˈtrōl, nobetgir
patrols	pəˈtrōl, nobetgir
pattern	ˈpatərn, mînak
patterns	noun, mînak
pause	pôz, xwedîbûn
paused	verb, xwedîbûn
pauses	pôz, xwedîbûn
pausing	pôz, xwedîbûn
pave	pāv, pêçan
paved	verb, pêçan
pavement	ˈpāvmənt, rêya rêwîyan
pavements	ˈpāvmənt, rêya rêwîyan
paves	pāv, pêçan
paving	ˈpāviNG, pêçan
pavé	pa-,pəˈvā, pêçan
paw	pô, lep
paws	noun, lep
pay	pā, diravdan
payable	ˈpāəbəl, erzan
paying	verb, diravdan
payment	ˈpāmənt, diravdanî
payments	noun, diravdanî
payroll	ˈpāˌrōl, rêza yomîya
payrolls	noun, rêza yomîya
pays	pā, diravdan
pea	pē, nîsk
peace	pēs, aşîtî
peaceful	ˈpēsfəl, aş
peach	pēCH, şiftelî
peacock	ˈpēˌkäk, teyrê tawûs
peacocks	noun, teyrê tawûs
peak	pēk, serî
peaks	noun, serî
peanut	ˈpēnət, fisteqê erdê
peanuts	noun, fisteqê erdê
pear	pe(ə)r, hirmê
pearl	pərl, morîk
pearls	noun, morîk
pears	noun, hirmê
peas	noun, nîsk
peasant	ˈpezənt, gûndî
peasants	noun, gûndî
pebble	ˈpebəl, bergik
pebbles	noun, bergik
pedal	ˈpedl,ˈpēdl, pedal
pedals	ˈpedl,ˈpēdl, pedal
pedestal	ˈpedəstl, binhêt
pedestals	ˈpedəstl, binhêt
pedestrian	pəˈdestrēən, peya
pedestrians	noun, peya
peel	pēl, qeşirandin
peeled	verb, qeşirandin
peeling	verb, qeşirandin
peels	verb, qeşirandin
peg	peg, îengel
pegs	noun, îengel
pelican	ˈpelikən, teyrê pelîkan
pelicans	noun, teyrê pelîkan
pelt	pelt, post
pelts	pelt, post
pelves	ˈpelvis, qerax
pelvis	ˈpelvis, qerax
pelvises	ˈpelvis, qerax
pen	pen, nivîstok
penalise	ˈpenəlˌīz,ˈpē-, cezakirin
penalised	verb, cezakirin
penalises	ˈpenəlˌīz,ˈpē-, cezakirin
penalising	verb, cezakirin
penalize	ˈpenəlˌīz,ˈpē-, cezakirin
penalized	verb, cezakirin
penalizes	ˈpenəlˌīz,ˈpē-, cezakirin
penalizing	verb, cezakirin
penalties	noun, ceza
penalty	ˈpenltē, ceza
pencil	ˈpensəl, nivîstoka qûrşûnî
pencils	noun, nivîstoka qûrşûnî
pending	ˈpendiNG, ta
penes	ˈpēnis, kîr
penetrate	ˈpeniˌtrāt, jêderbasîn
penetrated	verb, jêderbasîn
penetrates	ˈpeniˌtrāt, jêderbasîn
penetrating	ˈpeniˌtrātiNG, jêderbasîn
penguin	ˈpeNGgwin,ˈpengwin, pengûwîn
penguins	noun, pengûwîn
penicillin	ˌpenəˈsilən, penesîlîn
peninsula	pəˈninsələ, nîvgirav
peninsulas	noun, nîvgirav
penis	ˈpēnis, kîr
penises	ˈpēnis, kîr
pens	noun, nivîstok
pension	pänsēˈōn,ˈpenSHən, pansîyon
pensions	noun, pansîyon
people	ˈpēpəl, gel
pepper	ˈpepər, îsota reş
peppermint	ˈpepərˌmint, nehne
peppermints	noun, nehne
peppers	noun, îsota reş
per	pər, her
perceive	pərˈsēv, lê haybûn
perceived	verb, lê haybûn
perceives	pərˈsēv, lê haybûn
perceiving	verb, lê haybûn
percentage	pərˈsentij, rêza sedikê
percentages	pərˈsentij, rêza sedikê
perceptible	pərˈseptəbəl, lê haytê
perception	pərˈsepSHən, lêhayî
perceptions	pərˈsepSHən, lêhayî
perceptive	pərˈseptiv, bi his
perfect	, lihevderxistin
perfection	pərˈfekSHən, gîhiştî
perform	pərˈfôrm, birêvebirin
performance	pərˈfôrməns, birêvebirinî
performances	noun, birêvebirinî
performed	verb, birêvebirin
performer	pərˈfôrmər, şanovan
performers	pərˈfôrmər, şanovan
performing	verb, birêvebirin
performs	verb, birêvebirin
perfume	ˈpərˌfyo͞om,ˌpərˈfyo͞om, mîsk
perfumes	noun, mîsk
perhaps	pərˈ(h)aps, belkî
perimeter	pəˈrimitər, dor
perimeters	pəˈrimitər, dor
period	ˈpi(ə)rēəd, cilhatina jinan
periodic	ˌpi(ə)rēˈädik, demrêzî
periods	noun, cilhatina jinan
perjuries	ˈpərjərē, sonda derewîn
perjury	ˈpərjərē, sonda derewîn
permanent	ˈpərmənənt, herdem
permissible	pərˈmisəbəl, maqûl
permission	pərˈmiSHən, destûr
permissions	pərˈmiSHən, destûr
permit	ˈpərmit, îcazedan
permits	verb, îcazedan
permitted	verb, îcazedan
permitting	verb, îcazedan
persecute	ˈpərsəˌkyo͞ot, şopketin
persecuted	verb, şopketin
persecutes	ˈpərsəˌkyo͞ot, şopketin
persecuting	verb, şopketin
persecution	ˌpərsəˈkyo͞oSHən, şopketinî
persist	pərˈsist, li sersekinîn
persisted	verb, li sersekinîn
persistence	pərˈsistəns, li sersekinî
persistent	pərˈsistənt, berdewame
persisting	verb, li sersekinîn
persists	verb, li sersekinîn
person	ˈpərsən, şexs
personal	ˈpərsənəl, şexsî
personalities	noun, şexsîyet
personality	ˌpərsəˈnalitē, şexsîyet
personnel	ˌpərsəˈnel, sûxrekar
persons	noun, şexs
perspective	pərˈspektiv, nerrane
perspectives	noun, nerrane
perspiration	ˌpərspəˈrāSHən, xwêdan
perspire	pərˈspīr, xwêdan
perspired	verb, xwêdan
perspires	pərˈspīr, xwêdan
perspiring	verb, xwêdan
persuade	pərˈswād, kaniîkirin
persuaded	verb, kaniîkirin
persuades	pərˈswād, kaniîkirin
persuading	verb, kaniîkirin
persuasion	pərˈswāZHən, kaniî
persuasions	pərˈswāZHən, kaniî
persuasive	-ziv,pərˈswāsiv, bi bawer
pest	pest, bela
pests	noun, bela
pet	pet, mizdan
petal	ˈpetl, pelê çîçekê
petals	noun, pelê çîçekê
petition	pəˈtiSHən, tika
petitions	pəˈtiSHən, tika
petrol	noun, benzîl
pets	verb, mizdan
petted	verb, mizdan
petting	verb, mizdan
pew	pyo͞o, rûniştoka dêrê
pews	pyo͞o, rûniştoka dêrê
pharmacies	ˈfärməsē, dermanxane
pharmacist	ˈfärməsist, dermanvan
pharmacists	noun, dermanvan
pharmacy	ˈfärməsē, dermanxane
phase	fāz, dem
phases	fāz, dem
philosophies	fəˈläsəfē, feylesofî
philosophy	fəˈläsəfē, feylesofî
phonetics	fəˈnetiks, dengnasî
phoney	adjective, qelp
phonier	ˈfōnē, qelp
phoniest	ˈfōnē, qelp
phony	ˈfōnē, qelp
photograph	ˈfōtəˌgraf, sûret
photographs	noun, sûret
phrase book	noun, ferheng
phrasebook	noun, ferheng
phrase books	noun, ferheng
phrasebooks	noun, ferheng
physical	ˈfizikəl, cûsseyî
piano	pēˈanō,pēˈänō, pîyano
pianos	noun, pîyano
pick	pik, çinîn
picked	verb, çinîn
picking	verb, çinîn
pickle	ˈpikəl, xiyar
pickles	noun, xiyar
pick pocket	noun, diz
pickpocket	ˈpikˌpäkət, diz
pick pockets	noun, diz
pickpockets	noun, diz
picks	verb, çinîn
picture	ˈpikCHər, sûret
pictures	noun, sûret
pie	pī, paste
piece	pēs, perçe
pieces	noun, perçe
pier	pi(ə)r, berzix
pierce	pi(ə)rs, qûlkirin
pierced	verb, qûlkirin
pierces	verb, qûlkirin
piercing	ˈpi(ə)rsiNG, qûlkirin
piers	noun, berzix
pies	pī, paste
pig	pig, beraz
pigeon	ˈpijən, kevok
pigeons	noun, kevok
pigment	ˈpigmənt, şanik
pigments	ˈpigmənt, şanik
PIGS	noun, beraz
pigs	noun, beraz
pile	pīl, serhevdayî
piles	pīlz, serhevdayî
pilgrim	ˈpilgrəm, hecî
pilgrimage	ˈpilgrəmij, çûna hecê
pilgrimages	ˈpilgrəmij, çûna hecê
pilgrims	ˈpilgrəm, hecî
pill	pil, heb
pillar	ˈpilər, sîx
pillars	noun, sîx
pillow	ˈpilō, balif
pillows	noun, balif
pills	noun, heb
pilot	ˈpīlət, pîlot
pilots	ˈpīlət, pîlot
pimple	ˈpimpəl, pizik
pimples	noun, pizik
pin	pin, derzî
pinch	pinCH, qûrincîn
pinched	pinCHt, qûrincîn
pinches	pinCH, qûrincîn
pinching	verb, qûrincîn
pine	pīn, dara bî
pineapple	ˈpīˌnapəl, ananas
pineapples	noun, ananas
pines	noun, dara bî
pink	piNGk, pembe
pinker	piNGk, pembe
pinkest	piNGk, pembe
pins	noun, derzî
pioneer	ˌpīəˈnir, destpêker
pioneers	ˌpīəˈnir, destpêker
pipe	pīp, lûle
pipes	noun, lûle
pirate	ˈpīrət, şêlevan
pirates	noun, şêlevan
pistol	ˈpistl, çek
pistols	ˈpistl, çek
piston	ˈpistn, destikê tifingê
pistons	ˈpistn, destikê tifingê
pit	pit, kort
pitchfork	ˈpiCHˌfôrk, melêva ka
pitchforks	noun, melêva ka
pitiful	ˈpitifəl, bi daxawe
pits	noun, kort
pity	ˈpitē, dilêşî
place	plās, danîn
placed	verb, danîn
places	verb, danîn
placing	verb, danîn
plague	plāg, bela
plagues	plāg, bela
plain	plān, adî
plaintiff	ˈplāntif, dozker
plaintiffs	ˈplāntif, dozker
plan	plan, pîlankirin
planet	ˈplanit, estare
planets	noun, estare
planned	verb, pîlankirin
planning	ˈplaniNG, pîlankirinî
plannings	ˈplaniNG, pîlankirinî
plans	verb, pîlankirin
plant	plant, çandin
planted	verb, çandin
planting	verb, çandin
plants	verb, çandin
plaster	ˈplastər, sewax
plasters	noun, sewax
plastic	ˈplastik, pîlastîk
plate	plāt, temsîk
plates	noun, temsîk
platform	ˈplatfôrm, xetta tirêne
platforms	noun, xetta tirêne
play	plā, lîsten
played	verb, lîsten
player	ˈplāər, lîstikvan
players	noun, lîstikvan
playful	ˈplāfəl, lîstikî
playground	ˈplāˌground, cihê lîstikê
playgrounds	noun, cihê lîstikê
playing	verb, lîsten
plays	verb, lîsten
plead	plēd, cîgirîn
pleading	ˈplēdiNG, cîgirîn
pleads	plēd, cîgirîn
pleasant	ˈplezənt, xweş
pleasanter	adjective, xweş
pleasantest	adjective, xweş
please	plēz, dilçûn
pleased	plēzd, dilçûn
pleases	verb, dilçûn
pleasing	ˈplēziNG, dilşaker
pleasure	ˈpleZHər, şahî
pleasures	noun, şahî
pled	verb, cîgirîn
pledge	plej, berdêlkirin
pledged	verb, berdêlkirin
pledges	plej, berdêlkirin
pledging	verb, berdêlkirin
plentiful	ˈplentəfəl, gellek
pliers	ˈplīərz, kelpitan
plot	plät, erd
plots	noun, erd
Plough	verb, cotkirin
plough	plou, cotkirin
ploughed	verb, cotkirin
ploughing	verb, cotkirin
ploughs	verb, cotkirin
plow	plou, cotkirin
plowed	verb, cotkirin
plowing	verb, cotkirin
plows	verb, cotkirin
pluck	plək, çinîn
plucked	verb, çinîn
plucking	verb, çinîn
plucks	plək, çinîn
plug	pləg, girtin
plugged	verb, girtin
plugging	verb, girtin
plugs	verb, girtin
plum	pləm, încaz
plumber	ˈpləmər, lûlekar
plumbers	noun, lûlekar
plums	noun, încaz
plural	ˈplo͝orəl, pircar
plus	pləs, biserve
pneumonia	-ˈmōnyə,n(y)o͞oˈmōnēə, terka pişikê
pneumonias	-ˈmōnyə,n(y)o͞oˈmōnēə, terka pişikê
pocket	ˈpäkət, bêrîk
pockets	noun, bêrîk
poem	pōm,ˈpōim,ˈpōəm, helbest
poems	noun, helbest
poet	ˈpōit,ˈpōət, helbestvan
poetry	ˈpōitrē,ˈpōətrē, helbeste
poets	noun, helbestvan
point	point, nîşandan
pointed	ˈpointid, nîşandan
pointing	ˈpointiNG, nîşandan
pointless	ˈpointlis, bêarmanc
points	verb, nîşandan
poison	ˈpoizən, axû
poisoning	noun, axûbûnî
poisonings	noun, axûbûnî
poisonous	ˈpoiz(ə)nəs, jarî
poisons	ˈpoizən, axû
poke	pōk, têrekirin
poked	pōk, têrekirin
pokes	pōk, têrekirin
poking	verb, têrekirin
polar bear	, hirçê cemser
pole	pōl, cemser
poles	noun, cemser
police	pəˈlēs, pûlis
policeman	pəˈlēsmən, polîs
policemen	noun, polîs
police station	, qereqola pûlis
policewoman	pəˈlēsˌwo͝omən, polîs
policies	noun, tektîk
policy	ˈpäləsē, tektîk
polish	ˈpäliSH, birikîn
polished	ˈpäliSHt, birikîn
polishes	ˈpäliSH, birikîn
polishing	verb, birikîn
polite	pəˈlīt, dilnizm
politely	adverb, dilnizm
politer	pəˈlīt, dilnizm
politest	pəˈlīt, dilnizm
political	pəˈlitikəl, sîyasî
politics	ˈpäləˌtiks, sîyaset
poll	pōl, gelpisî
polls	noun, gelpisî
pollute	pəˈlo͞ot, qirêjkirin
polluted	verb, qirêjkirin
pollutes	pəˈlo͞ot, qirêjkirin
polluting	verb, qirêjkirin
pollution	pəˈlo͞oSHən, gemarî
pollutions	pəˈlo͞oSHən, gemarî
pond	pänd, kanîk
ponds	pänd, kanîk
ponies	noun, temberîk
pony	ˈpōnē, temberîk
pool	po͞ol, hezê avjenî
pools	noun, hezê avjenî
poor	po͝or,pôr, belengaz
poorer	adjective, belengaz
poorest	adjective, belengaz
poorly	ˈpo͝orlē,ˈpôr-, bed
pope	pōp, papa
popes	noun, papa
popular	ˈpäpyələr, demane
population	ˌpäpyəˈlāSHən, gelî
populations	noun, gelî
porcelain	ˈpôrs(ə)lən, porsîlan
porcelains	ˈpôrs(ə)lən, porsîlan
porch	pôrCH, dik
porches	pôrCH, dik
pork	pôrk, goştê beraz
pornographies	pôrˈnägrəfē, suretên tazî
pornography	pôrˈnägrəfē, suretên tazî
porpoise	ˈpôrpəs, kevoka malî
porpoises	ˈpôrpəs, kevoka malî
port	pôrt, bender
portable	ˈpôrtəbəl, cîtêgûherr
porter	ˈpôrtər, bîlêtner
porters	noun, bîlêtner
porthole	ˈpôrtˌhōl, çavmezin
portion	ˈpôrSHən, par
portions	noun, par
portray	pôrˈtrā, sûretkirin
portrayed	verb, sûretkirin
portraying	verb, sûretkirin
portrays	pôrˈtrā, sûretkirin
ports	noun, bender
pose	pōz, pos
poses	pōz, pos
position	pəˈziSHən, rewş
positions	pəˈziSHən, rewş
positive	ˈpäztiv,ˈpäzətiv, pozîtîf
possess	pəˈzes, xwedîbûn
possessed	pəˈzest, xwedîbûn
possesses	pəˈzes, xwedîbûn
possessing	verb, xwedîbûn
possession	pəˈzeSHən, hebûnî
possessions	noun, hebûnî
possibilities	noun, îmkan
possibility	ˌpäsəˈbilətē, îmkan
possible	ˈpäsəbəl, derîmkan
possibly	ˈpäsəblē, bi îmkan
post	pōst, sîx
postage	ˈpōstij, pûl
postbox	noun, nameqûtîk
postboxes	noun, nameqûtîk
postcard	ˈpōstˌkärd, qertepost
postcards	noun, qertepost
poster	ˈpōstər, afîş
posters	noun, afîş
postman	ˈpōstmən, postevan
postmark	ˈpōstˌmärk, mora poste
postmarks	noun, mora poste
postmen	noun, postevan
post office	, postxane
postoffice	noun, postxane
postpone	pōstˈpōn, tarloqkirin
postponed	verb, tarloqkirin
postponement	pōstˈpōnmənt, tarloq
postponements	pōstˈpōnmənt, tarloq
postpones	pōstˈpōn, tarloqkirin
postponing	verb, tarloqkirin
posts	noun, sîx
posture	ˈpäsCHər, nerrînî
postures	ˈpäsCHər, nerrînî
pot	pät, beroş
potato	pəˈtātō, kartol
potatoes	noun, kartol
potent	ˈpōtnt, bi tesîr
potential	pəˈtenCHəl, qaweta veşartî
potentials	noun, qaweta veşartî
POTS	noun, beroş
pots	noun, beroş
Potteries	noun, kûzxane
potteries	noun, kûzxane
pottery	ˈpätərē, kûzxane
poultry	ˈpōltrē, mirîşk
pound	pound, çakuckirin
pounded	verb, çakuckirin
pounding	ˈpoundiNG, çakuckirin
pounds	verb, çakuckirin
pour	pôr, avdan
poured	verb, avdan
pouring	verb, avdan
pours	verb, avdan
poverties	ˈpävərtē, bêmalî
poverty	ˈpävərtē, bêmalî
powder	ˈpoudər, toz
powders	ˈpoudər, toz
power	ˈpou(-ə)r, erk
powerful	ˈpou(-ə)rfəl, erke
